,id,was_married,childrens,salary,sex,age,Professon,home_cost,drive_info
1088,1088,0,1.0,186094.51,0,10.0,Lawyer,10342699.220633583,1.0
1089,1089,1,0.0,35783.36,1,3.0,Executive,10268601.820256785,
1090,1090,1,0.0,2006.76,0,17.0,Healthcare,9972814.979182089,
1091,1091,1,1.0,12509.31,1,9.0,Marketing,10102496.69887557,
1092,1092,1,2.0,202183.75,1,32.0,Doctor,10288418.036706705,
1093,1093,1,9.0,131884.48,1,99.0,Artist,10230101.654866742,1.0
1094,1094,1,3.0,999.28,0,20.0,Homemaker,10005830.187172208,
1095,1095,1,0.0,36818.46,1,3.0,Executive,10111603.580020444,1.0
1096,1096,1,3.0,999.02,0,21.0,Homemaker,10175678.314433208,
1097,1097,1,0.0,35367.2,1,3.0,Executive,10181044.661128292,1.0
1098,1098,1,9.0,132121.73,1,100.0,Artist,10173995.23909829,0.0
1099,1099,1,6.0,215887.4,1,13.0,Entertainment,10208945.820964923,1.0
1100,1100,1,0.0,36333.98,1,3.0,Executive,10088851.218994532,1.0
1101,1101,0,2.0,201066.36,1,32.0,Doctor,10254871.629730152,0.0
1102,1102,0,1.0,186836.37,0,11.0,Lawyer,10373178.171759795,
1103,1103,1,2.0,202494.64,1,32.0,Doctor,10280914.730180286,1.0
1104,1104,1,3.0,998.67,0,21.0,Homemaker,10084849.86724739,1.0
1105,1105,1,6.0,214018.84,1,14.0,Entertainment,10408696.703617506,
1106,1106,1,0.0,2069.62,0,17.0,Healthcare,10025057.327550292,1.0
1107,1107,1,0.0,2043.17,0,17.0,Healthcare,10151968.835527483,
1108,1108,1,1.0,12640.44,1,9.0,Marketing,9918149.798000846,1.0
1109,1109,1,0.0,2092.08,0,17.0,Healthcare,10059079.258268531,
1110,1110,1,0.0,36689.72,1,3.0,Executive,10123384.95311945,1.0
1111,1111,1,3.0,999.5,0,21.0,Homemaker,10040512.046440294,1.0
1112,1112,1,4.0,45314.9,1,82.0,Engineer,10174482.3028459,1.0
1113,1113,1,6.0,214133.02,1,14.0,Entertainment,10185512.682004029,1.0
1114,1114,0,1.0,185398.73,0,11.0,Lawyer,10218527.208718294,1.0
1115,1115,1,1.0,12787.32,1,9.0,Marketing,10034986.236997437,
1116,1116,1,0.0,38040.92,1,3.0,Executive,10152102.505533006,
1117,1117,1,0.0,36769.43,1,3.0,Executive,10127267.050459746,
1118,1118,1,1.0,12649.18,1,9.0,Marketing,10111383.406963237,1.0
1119,1119,1,9.0,132175.14,1,99.0,Artist,10024463.591030303,
1120,1120,1,3.0,1001.66,0,21.0,Homemaker,10041446.870199967,
1121,1121,1,4.0,46088.72,1,81.0,Engineer,10184332.10148813,
1122,1122,1,1.0,12397.48,1,9.0,Marketing,10088327.265280033,
1123,1123,1,6.0,213998.34,1,14.0,Entertainment,10366688.198784696,1.0
1124,1124,0,1.0,185225.01,0,10.0,Lawyer,10334541.667561764,0.0
1125,1125,1,0.0,2105.22,0,17.0,Healthcare,9894093.45389522,
1126,1126,1,6.0,213524.59,1,13.0,Entertainment,10333122.728715869,
1127,1127,1,2.0,202518.11,1,32.0,Doctor,10351887.614491524,0.0
1128,1128,1,0.0,1986.91,0,17.0,Healthcare,10125141.499765627,1.0
1129,1129,0,2.0,200426.98,1,32.0,Doctor,10488446.28971964,1.0
1130,1130,1,9.0,131531.69,1,99.0,Artist,10082805.625114322,1.0
1131,1131,1,1.0,12610.3,1,9.0,Marketing,10141823.0065753,1.0
1132,1132,1,0.0,37482.1,1,3.0,Executive,10131541.514394907,1.0
1133,1133,1,0.0,2068.54,0,17.0,Healthcare,10105244.995213537,
1134,1134,1,0.0,2041.65,0,17.0,Healthcare,10059870.545171514,1.0
1135,1135,0,1.0,185036.13,0,10.0,Lawyer,10224313.845318174,
1136,1136,1,0.0,2023.04,0,17.0,Healthcare,10202565.871436251,0.0
1137,1137,1,0.0,37174.09,1,3.0,Executive,10250072.427782807,1.0
1138,1138,1,2.0,201251.78,1,32.0,Doctor,10383648.30921116,
1139,1139,1,3.0,1000.5,0,21.0,Homemaker,10111615.191665135,
1140,1140,1,4.0,44341.55,1,82.0,Engineer,20321276.469467312,1.0
1141,1141,1,6.0,215600.74,1,13.0,Entertainment,10364361.139155908,
1142,1142,1,9.0,131354.81,1,99.0,Artist,10142752.153172592,
1143,1143,1,4.0,44579.3,1,82.0,Engineer,10159726.077949774,1.0
1144,1144,1,0.0,35749.21,1,3.0,Executive,10207206.418699885,
1145,1145,0,1.0,187055.3,0,11.0,Lawyer,10373503.96128052,1.0
1146,1146,1,0.0,2080.13,0,17.0,Healthcare,10166979.63879866,1.0
1147,1147,1,2.0,201632.64,1,32.0,Doctor,10266232.18868314,0.0
1148,1148,1,0.0,2008.73,0,17.0,Healthcare,10109583.967268009,1.0
1149,1149,1,4.0,44821.58,1,82.0,Engineer,10088812.514020404,1.0
1150,1150,0,2.0,202595.03,1,32.0,Doctor,10301534.197527876,1.0
1151,1151,0,2.0,201525.77,1,32.0,Doctor,10482442.703958506,1.0
1152,1152,1,3.0,999.94,0,21.0,Homemaker,10154598.871098652,0.0
1153,1153,1,0.0,35350.36,1,3.0,Executive,10153555.930925293,1.0
1154,1154,1,0.0,2088.76,0,17.0,Healthcare,10070606.320761178,1.0
1155,1155,1,0.0,37231.19,1,3.0,Executive,10078361.612601085,1.0
1156,1156,1,0.0,2058.86,0,17.0,Healthcare,10075648.376051702,1.0
1157,1157,1,4.0,43995.32,1,82.0,Engineer,9947303.608681535,0.0
1158,1158,1,3.0,1000.07,0,21.0,Homemaker,10054910.260572435,0.0
1159,1159,0,2.0,203231.75,1,32.0,Doctor,10354664.208967824,1.0
1160,1160,1,2.0,202125.79,1,32.0,Doctor,10431777.007767214,1.0
1161,1161,1,0.0,2005.72,0,17.0,Healthcare,10024272.285772605,
1162,1162,1,2.0,201906.35,1,32.0,Doctor,10267806.415996224,1.0
1163,1163,1,3.0,999.23,0,21.0,Homemaker,10079123.892025044,
1164,1164,1,9.0,132291.66,1,99.0,Artist,10163348.904381989,1.0
1165,1165,0,1.0,187849.0,0,11.0,Lawyer,10262579.35241208,
1166,1166,1,2.0,202110.91,1,32.0,Doctor,10273910.750172548,1.0
1167,1167,0,1.0,184393.77,0,11.0,Lawyer,10202880.461015768,1.0
1168,1168,1,6.0,215279.32,1,14.0,Entertainment,10489318.075473905,
1169,1169,1,9.0,132992.49,1,100.0,Artist,10257230.902802702,
1170,1170,1,4.0,45533.48,1,82.0,Engineer,10205409.86180331,0.0
1171,1171,1,6.0,215935.34,1,13.0,Entertainment,10335622.032178966,
1172,1172,0,2.0,202547.54,1,32.0,Doctor,10220687.45166928,1.0
1173,1173,1,2.0,202020.41,1,32.0,Doctor,10313415.601753708,1.0
1174,1174,1,1.0,12483.35,1,9.0,Marketing,10035900.118508166,0.0
1175,1175,1,3.0,999.15,0,21.0,Homemaker,9958311.719638994,0.0
1176,1176,0,2.0,202051.83,1,32.0,Doctor,10072607.501417166,
1177,1177,0,2.0,200341.6,1,32.0,Doctor,10289043.465998016,
1178,1178,1,6.0,214429.79,1,14.0,Entertainment,10141122.977478107,
1179,1179,1,2.0,201459.75,1,32.0,Doctor,10270388.617331536,1.0
1180,1180,1,0.0,2029.46,0,17.0,Healthcare,10104170.87605204,0.0
1181,1181,1,1.0,12461.71,1,9.0,Marketing,10087138.288665485,
1182,1182,1,1.0,12485.59,1,9.0,Marketing,10264822.205590865,1.0
1183,1183,1,0.0,36388.3,1,3.0,Executive,10147459.520962885,
1184,1184,1,4.0,45292.98,1,82.0,Engineer,10006525.49998591,1.0
1185,1185,1,9.0,131552.11,1,99.0,Artist,10303515.032992696,
1186,1186,1,1.0,12461.02,1,9.0,Marketing,10137288.430804173,1.0
1187,1187,1,3.0,998.51,0,21.0,Homemaker,10120784.419054644,1.0
1188,1188,1,1.0,12479.48,1,9.0,Marketing,10142319.520564849,
1189,1189,1,9.0,133058.69,1,100.0,Artist,10204364.776472924,
1190,1190,0,1.0,186438.84,0,11.0,Lawyer,10370508.507874846,1.0
1191,1191,0,1.0,184903.59,0,11.0,Lawyer,10126938.078059595,
1192,1192,0,1.0,186194.4,0,11.0,Lawyer,10264000.971895143,
1193,1193,1,1.0,12413.49,1,9.0,Marketing,10181062.810803326,
1194,1194,1,1.0,12669.77,1,9.0,Marketing,10121474.27938489,1.0
1195,1195,1,0.0,2020.83,0,17.0,Healthcare,10179628.578072904,
1196,1196,1,6.0,213074.07,1,14.0,Entertainment,10259554.952262169,
1197,1197,1,6.0,215055.72,1,13.0,Entertainment,10170071.017143978,
1198,1198,1,6.0,212887.08,1,14.0,Entertainment,10298556.827189172,1.0
1199,1199,1,9.0,132826.22,1,99.0,Artist,10127959.182073647,1.0
1200,1200,1,3.0,998.64,0,21.0,Homemaker,10015854.398527035,1.0
1201,1201,1,4.0,44285.5,1,82.0,Engineer,10103696.368463049,1.0
1202,1202,1,1.0,12470.82,1,9.0,Marketing,10081928.816294076,
1203,1203,1,0.0,35003.83,1,3.0,Executive,10214445.288447928,1.0
1204,1204,0,2.0,202090.56,1,32.0,Doctor,10298980.458652226,
1205,1205,0,2.0,201564.62,1,32.0,Doctor,10156990.194824263,
1206,1206,1,2.0,202267.52,1,32.0,Doctor,10405465.87875456,1.0
1207,1207,1,0.0,1958.39,0,17.0,Healthcare,10236603.008056251,1.0
1208,1208,1,2.0,201976.74,1,32.0,Doctor,10263274.60141241,0.0
1209,1209,1,2.0,201473.93,1,32.0,Doctor,10293229.992742265,
1210,1210,0,1.0,187352.88,0,11.0,Lawyer,10246469.849446362,
1211,1211,1,9.0,133035.39,1,100.0,Artist,10257887.2277502,0.0
1212,1212,0,2.0,200740.51,1,32.0,Doctor,10321458.267100286,0.0
1213,1213,1,6.0,212893.29,1,14.0,Entertainment,10379781.7973611,1.0
1214,1214,1,1.0,12833.61,1,9.0,Marketing,10089711.911793057,
1215,1215,1,0.0,2004.04,0,17.0,Healthcare,10022963.629209183,0.0
1216,1216,0,1.0,185669.56,0,10.0,Lawyer,10190429.56842454,
1217,1217,0,1.0,186144.33,0,11.0,Lawyer,10345329.365263484,
1218,1218,1,0.0,2032.3,0,17.0,Healthcare,10116423.328703173,
1219,1219,1,0.0,2053.23,0,17.0,Healthcare,10101100.737546016,
1220,1220,1,3.0,1001.05,0,20.0,Homemaker,10047945.705660334,1.0
1221,1221,0,1.0,186283.14,0,11.0,Lawyer,10236680.747246409,1.0
1222,1222,1,2.0,202172.59,1,32.0,Doctor,10347910.113141188,
1223,1223,1,9.0,132387.2,1,100.0,Artist,10218778.68267078,1.0
1224,1224,1,0.0,2069.75,0,17.0,Healthcare,10109969.295880497,0.0
1225,1225,1,3.0,999.84,0,21.0,Homemaker,9973466.49656845,0.0
1226,1226,1,4.0,44515.29,1,81.0,Engineer,10035292.692964332,
1227,1227,1,9.0,132026.56,1,99.0,Artist,10052402.75830578,1.0
1228,1228,1,0.0,36301.41,1,3.0,Executive,10101483.816397792,
1229,1229,0,1.0,186541.09,0,10.0,Lawyer,10103341.883439824,1.0
1230,1230,1,2.0,201992.33,1,32.0,Doctor,10198724.53609101,0.0
1231,1231,1,0.0,2014.69,0,17.0,Healthcare,9949390.494670153,1.0
1232,1232,1,0.0,36554.45,1,3.0,Executive,10308650.630343463,1.0
1233,1233,1,0.0,37118.56,1,3.0,Executive,10128818.39357664,1.0
1234,1234,1,3.0,999.85,0,21.0,Homemaker,10196053.806195391,0.0
1235,1235,1,9.0,132537.27,1,99.0,Artist,10027935.048843248,1.0
1236,1236,1,4.0,45179.85,1,82.0,Engineer,10191649.570115397,
1237,1237,1,3.0,999.67,0,21.0,Homemaker,10036638.28788899,
1238,1238,1,4.0,44903.21,1,82.0,Engineer,10071238.908041144,
1239,1239,1,0.0,2035.22,0,17.0,Healthcare,9962758.73622639,1.0
1240,1240,1,0.0,2030.0,0,17.0,Healthcare,10085502.711537383,0.0
1241,1241,1,0.0,1977.98,0,17.0,Healthcare,10115738.950457532,1.0
1242,1242,0,1.0,185829.6,0,11.0,Lawyer,10263456.436646258,0.0
1243,1243,0,2.0,201958.19,1,32.0,Doctor,10128115.725188926,1.0
1244,1244,0,2.0,201125.68,1,32.0,Doctor,10317430.945520325,
1245,1245,1,4.0,44255.72,1,82.0,Engineer,10270170.933836538,
1246,1246,1,2.0,201062.0,1,32.0,Doctor,10305994.561904369,0.0
1247,1247,0,1.0,187122.64,0,10.0,Lawyer,10247656.041110791,
1248,1248,1,3.0,1000.71,0,21.0,Homemaker,10091715.3715883,0.0
1249,1249,1,4.0,44659.12,1,81.0,Engineer,10097668.245378869,1.0
1250,1250,1,4.0,45507.06,1,81.0,Engineer,10122480.860384231,
1251,1251,1,2.0,201232.25,1,32.0,Doctor,10328373.738795487,
1252,1252,1,0.0,35176.56,1,3.0,Executive,10132604.839819446,
1253,1253,1,6.0,214223.29,1,13.0,Entertainment,10449134.36697167,
1254,1254,1,4.0,45396.29,1,82.0,Engineer,10197697.57598512,1.0
1255,1255,1,4.0,46252.19,1,82.0,Engineer,10133434.909344982,
1256,1256,1,1.0,12680.88,1,9.0,Marketing,10082947.085342374,
1257,1257,0,1.0,186326.84,0,11.0,Lawyer,10437737.533369629,0.0
1258,1258,0,1.0,185722.57,0,10.0,Lawyer,10217652.403163288,
1259,1259,1,3.0,1001.04,0,20.0,Homemaker,10099678.762185402,1.0
1260,1260,1,6.0,214708.95,1,13.0,Entertainment,10348807.735324455,1.0
1261,1261,1,4.0,46098.72,1,82.0,Engineer,10132033.184478609,0.0
1262,1262,1,2.0,201784.44,1,32.0,Doctor,10217514.401834205,
1263,1263,1,6.0,213703.05,1,14.0,Entertainment,10188484.092572838,1.0
1264,1264,1,6.0,214838.04,1,13.0,Entertainment,10423009.784844331,0.0
1265,1265,1,0.0,2044.15,0,17.0,Healthcare,10144146.960404638,1.0
1266,1266,1,0.0,36894.69,1,3.0,Executive,10199318.175184738,0.0
1267,1267,0,1.0,185963.51,0,10.0,Lawyer,10313892.628471809,1.0
1268,1268,1,0.0,2058.3,0,17.0,Healthcare,10089402.290520452,1.0
1269,1269,1,0.0,2012.14,0,17.0,Healthcare,9937964.03537007,
1270,1270,0,1.0,185197.41,0,10.0,Lawyer,10388628.161766049,1.0
1271,1271,1,1.0,12960.28,1,9.0,Marketing,10149856.040691148,0.0
1272,1272,1,3.0,1001.53,0,21.0,Homemaker,10046865.622304406,
1273,1273,1,0.0,37127.93,1,3.0,Executive,10146498.419478912,1.0
1274,1274,1,6.0,214304.2,1,14.0,Entertainment,10310176.622102156,
1275,1275,1,4.0,45361.19,1,82.0,Engineer,10184622.867211606,1.0
1276,1276,0,1.0,186290.64,0,10.0,Lawyer,10233285.931264794,1.0
1277,1277,1,2.0,202674.43,1,32.0,Doctor,10203170.825711507,1.0
1278,1278,1,3.0,1000.02,0,20.0,Homemaker,9908773.549965717,1.0
1279,1279,1,0.0,35816.92,1,3.0,Executive,10144357.666619396,1.0
1280,1280,1,6.0,216304.65,1,14.0,Entertainment,10313454.969258737,
1281,1281,1,3.0,1000.65,0,21.0,Homemaker,10205130.468531448,
1282,1282,1,4.0,44753.81,1,82.0,Engineer,10134579.85961789,0.0
1283,1283,1,0.0,2117.24,0,17.0,Healthcare,10156573.03507762,1.0
1284,1284,1,9.0,131713.5,1,99.0,Artist,10225139.629564814,0.0
1285,1285,1,2.0,200475.53,1,32.0,Doctor,10259878.18339287,1.0
1286,1286,1,9.0,131644.76,1,99.0,Artist,10248086.779289424,
1287,1287,1,9.0,132241.35,1,99.0,Artist,10286923.781529862,
1288,1288,1,9.0,131881.06,1,99.0,Artist,10248332.038772007,
1289,1289,1,9.0,131943.34,1,99.0,Artist,10229764.043758726,
1290,1290,1,9.0,132503.2,1,100.0,Artist,10308873.980722038,
1291,1291,1,4.0,46369.11,1,82.0,Engineer,10134311.08917278,
1292,1292,1,4.0,46414.59,1,82.0,Engineer,10040573.334261766,1.0
1293,1293,1,3.0,999.95,0,21.0,Homemaker,10210463.623934375,
1294,1294,0,1.0,185652.0,0,11.0,Lawyer,10084624.863931142,
1295,1295,1,3.0,999.31,0,21.0,Homemaker,9969494.480516708,1.0
1296,1296,1,6.0,213275.71,1,13.0,Entertainment,10257110.1901901,0.0
1297,1297,1,2.0,202686.85,1,32.0,Doctor,10351862.52236384,
1298,1298,1,9.0,132172.05,1,98.0,Artist,10172059.090970088,
1299,1299,1,6.0,211827.63,1,13.0,Entertainment,10350364.752787612,
1300,1300,1,9.0,132047.91,1,100.0,Artist,10313826.32039168,
1301,1301,1,4.0,46543.99,1,82.0,Engineer,10060636.356698597,1.0
1302,1302,1,0.0,36383.7,1,3.0,Executive,10044030.1195628,1.0
1303,1303,1,1.0,12692.98,1,9.0,Marketing,10041998.988358008,1.0
1304,1304,1,0.0,2009.68,0,17.0,Healthcare,9970898.348472336,0.0
1305,1305,0,2.0,201189.85,1,32.0,Doctor,10222189.849862108,
1306,1306,1,4.0,44134.24,1,81.0,Engineer,9939842.70836304,
1307,1307,1,1.0,12724.56,1,9.0,Marketing,10050868.5913325,0.0
1308,1308,1,0.0,36740.46,1,3.0,Executive,10101371.120636536,0.0
1309,1309,1,6.0,214117.98,1,13.0,Entertainment,10331561.7896815,1.0
1310,1310,1,0.0,36224.3,1,3.0,Executive,10195820.211127646,0.0
1311,1311,1,4.0,44877.22,1,82.0,Engineer,10173602.21126502,1.0
1312,1312,0,1.0,185211.29,0,10.0,Lawyer,10333979.95959011,1.0
1313,1313,1,1.0,12395.28,1,9.0,Marketing,10166816.57359418,1.0
1314,1314,1,0.0,36289.2,1,3.0,Executive,9962331.496432591,
1315,1315,1,0.0,37170.68,1,3.0,Executive,10223319.436384806,1.0
1316,1316,0,1.0,187076.36,0,11.0,Lawyer,10186956.780888904,
1317,1317,1,3.0,999.77,0,21.0,Homemaker,10085079.712111266,1.0
1318,1318,0,1.0,185470.12,0,10.0,Lawyer,10423734.480038578,1.0
1319,1319,1,6.0,214430.86,1,14.0,Entertainment,10205918.465272356,
1320,1320,1,1.0,12807.84,1,9.0,Marketing,10009151.404019536,
1321,1321,0,1.0,185640.16,0,10.0,Lawyer,10421403.312801871,1.0
1322,1322,1,9.0,131773.71,1,100.0,Artist,9962308.445341771,
1323,1323,1,6.0,211821.37,1,14.0,Entertainment,10293498.202595206,1.0
1324,1324,1,9.0,132025.15,1,100.0,Artist,10239186.862833872,
1325,1325,1,0.0,34974.03,1,3.0,Executive,10128717.081423571,1.0
1326,1326,1,1.0,12375.06,1,9.0,Marketing,10070797.97568126,
1327,1327,1,0.0,36104.63,1,3.0,Executive,10061585.19211661,1.0
1328,1328,0,2.0,202334.92,1,32.0,Doctor,10271084.7254209,1.0
1329,1329,1,6.0,213738.56,1,14.0,Entertainment,10208746.334897032,
1330,1330,0,2.0,202042.67,1,32.0,Doctor,10305221.02609948,1.0
1331,1331,1,4.0,45805.83,1,82.0,Engineer,10074715.221411198,
1332,1332,1,4.0,44990.56,1,82.0,Engineer,10083833.20231812,0.0
1333,1333,1,0.0,36710.41,1,3.0,Executive,10160781.97510804,
1334,1334,1,6.0,214786.08,1,13.0,Entertainment,10324683.596095985,1.0
1335,1335,1,1.0,12878.33,1,9.0,Marketing,9949848.15655152,0.0
1336,1336,1,0.0,2084.3,0,17.0,Healthcare,10052452.24567193,
1337,1337,1,1.0,12703.35,1,9.0,Marketing,10085996.699150434,
1338,1338,1,4.0,45270.09,1,81.0,Engineer,10193096.356637685,1.0
1339,1339,0,1.0,185522.87,0,11.0,Lawyer,10132075.385962613,0.0
1340,1340,1,0.0,2055.77,0,17.0,Healthcare,10086955.529431438,
1341,1341,1,3.0,1000.09,0,21.0,Homemaker,10145907.931443129,1.0
1342,1342,1,1.0,12631.25,1,9.0,Marketing,10068115.02042036,
1343,1343,1,6.0,216156.05,1,13.0,Entertainment,10473392.537261223,1.0
1344,1344,1,9.0,132767.42,1,100.0,Artist,10303539.165340971,1.0
1345,1345,1,2.0,200826.26,1,32.0,Doctor,10295848.13764424,
1346,1346,1,3.0,1000.7,0,21.0,Homemaker,10127654.234362958,1.0
1347,1347,1,6.0,214609.34,1,13.0,Entertainment,10300340.293655466,
1348,1348,1,3.0,1000.97,0,21.0,Homemaker,10039852.946413437,
1349,1349,1,0.0,2105.49,0,17.0,Healthcare,9986735.65049551,1.0
1350,1350,1,1.0,12936.71,1,9.0,Marketing,10150478.068379069,
1351,1351,1,9.0,132021.38,1,100.0,Artist,10171629.956219085,1.0
1352,1352,1,6.0,213051.49,1,14.0,Entertainment,10350370.279289212,1.0
1353,1353,0,2.0,200994.57,1,32.0,Doctor,10370565.373004824,
1354,1354,1,6.0,212484.65,1,13.0,Entertainment,10264300.985877788,
1355,1355,1,9.0,132028.71,1,99.0,Artist,10211746.268980537,0.0
1356,1356,1,3.0,1000.83,0,21.0,Homemaker,10016281.654389596,
1357,1357,1,4.0,44371.26,1,82.0,Engineer,10140973.104653925,
1358,1358,1,1.0,12860.1,1,9.0,Marketing,10082427.293352827,
1359,1359,1,6.0,212961.88,1,14.0,Entertainment,10190943.697794994,
1360,1360,1,1.0,12933.99,1,9.0,Marketing,10059970.045878204,
1361,1361,1,4.0,45314.43,1,82.0,Engineer,10082888.620263532,1.0
1362,1362,1,6.0,213779.62,1,14.0,Entertainment,10106553.879153024,1.0
1363,1363,1,1.0,12712.65,1,9.0,Marketing,9936423.537064636,
1364,1364,1,1.0,12527.03,1,9.0,Marketing,10115059.276364977,
1365,1365,1,1.0,12455.74,1,9.0,Marketing,10092196.905265933,1.0
1366,1366,1,6.0,213005.01,1,13.0,Entertainment,10258305.251293955,1.0
1367,1367,1,1.0,12350.09,1,9.0,Marketing,10039420.469950696,
1368,1368,1,1.0,12705.66,1,9.0,Marketing,10025367.387867332,
1369,1369,1,4.0,46870.03,1,82.0,Engineer,10068207.640813507,
1370,1370,1,0.0,1995.23,0,17.0,Healthcare,10084493.582389647,
1371,1371,1,6.0,215414.15,1,13.0,Entertainment,10208721.78898875,1.0
1372,1372,1,9.0,132381.1,1,99.0,Artist,10148604.613147216,0.0
1373,1373,1,9.0,132600.91,1,99.0,Artist,10102418.263152651,0.0
1374,1374,1,3.0,997.37,0,21.0,Homemaker,10101278.339131717,
1375,1375,1,6.0,213070.41,1,13.0,Entertainment,10250429.054881511,1.0
1376,1376,1,1.0,12535.28,1,9.0,Marketing,10018512.568951832,0.0
1377,1377,1,1.0,12590.04,1,9.0,Marketing,10111994.7465697,0.0
1378,1378,1,1.0,12590.92,1,9.0,Marketing,10164255.726060638,0.0
1379,1379,0,1.0,186563.02,0,11.0,Lawyer,10200454.089678353,0.0
1380,1380,1,6.0,212565.65,1,13.0,Entertainment,10140932.346657576,
1381,1381,0,1.0,187655.95,0,11.0,Lawyer,10343669.03681533,0.0
1382,1382,1,0.0,36600.76,1,3.0,Executive,10125173.899012033,1.0
1383,1383,1,6.0,211208.12,1,13.0,Entertainment,10249350.208618758,
1384,1384,1,6.0,215734.87,1,13.0,Entertainment,10291243.712909058,
1385,1385,1,4.0,45376.53,1,82.0,Engineer,10347862.723887471,
1386,1386,1,0.0,35411.39,1,3.0,Executive,10091473.602500638,1.0
1387,1387,1,4.0,45910.89,1,82.0,Engineer,10300409.43043498,
1388,1388,1,2.0,201150.78,1,32.0,Doctor,10261407.95636811,
1389,1389,1,2.0,200601.98,1,32.0,Doctor,10291560.355754483,
1390,1390,1,0.0,36130.03,1,3.0,Executive,9950225.58392946,
1391,1391,0,1.0,187652.01,0,11.0,Lawyer,10332142.417785298,
1392,1392,1,3.0,1000.32,0,21.0,Homemaker,10173066.879438965,1.0
1393,1393,1,4.0,45245.81,1,82.0,Engineer,10128096.393187145,1.0
1394,1394,1,1.0,12758.1,1,9.0,Marketing,10230408.079835458,
1395,1395,1,0.0,2018.76,0,17.0,Healthcare,9986886.63729215,1.0
1396,1396,1,2.0,202023.07,1,32.0,Doctor,10277905.985384643,
1397,1397,1,9.0,132471.09,1,100.0,Artist,10341228.161016911,1.0
1398,1398,1,0.0,2018.3,0,17.0,Healthcare,10151782.724975163,0.0
1399,1399,1,6.0,215909.29,1,14.0,Entertainment,10286352.299702523,
1400,1400,1,9.0,132343.61,1,100.0,Artist,10147837.155196838,
1401,1401,1,1.0,12437.31,1,9.0,Marketing,10271108.54493056,1.0
1402,1402,0,2.0,201844.65,1,32.0,Doctor,10321619.565427028,
1403,1403,1,9.0,132457.03,1,99.0,Artist,10285028.325081209,1.0
1404,1404,1,6.0,213602.48,1,14.0,Entertainment,10284496.680094965,1.0
1405,1405,1,2.0,201527.94,1,32.0,Doctor,10272615.25681788,1.0
1406,1406,1,0.0,2033.86,0,17.0,Healthcare,10160754.334698625,
1407,1407,1,6.0,214850.04,1,14.0,Entertainment,10275542.948749064,
1408,1408,0,2.0,201542.03,1,32.0,Doctor,10222620.372322332,
1409,1409,1,1.0,12765.29,1,9.0,Marketing,10013106.732780876,
1410,1410,0,1.0,185489.01,0,11.0,Lawyer,10303678.742395146,0.0
1411,1411,1,4.0,45000.1,1,82.0,Engineer,10129458.697484065,
1412,1412,1,4.0,46368.81,1,82.0,Engineer,10129850.226738118,
1413,1413,1,3.0,1000.37,0,20.0,Homemaker,10093951.962638788,
1414,1414,1,1.0,12642.53,1,9.0,Marketing,10151151.551699225,
1415,1415,1,3.0,998.77,0,21.0,Homemaker,9971301.497242237,
1416,1416,1,0.0,36307.85,1,3.0,Executive,10260851.427082954,
1417,1417,1,1.0,12444.49,1,9.0,Marketing,10210498.418536087,0.0
1418,1418,1,4.0,44971.79,1,82.0,Engineer,10020673.96934942,1.0
1419,1419,1,6.0,213655.97,1,13.0,Entertainment,10339113.026878988,
1420,1420,1,6.0,213546.38,1,13.0,Entertainment,10499700.344755515,
1421,1421,1,0.0,36800.51,1,3.0,Executive,10113077.775059717,1.0
1422,1422,0,1.0,185202.52,0,11.0,Lawyer,10332898.42942793,
1423,1423,1,1.0,12864.2,1,9.0,Marketing,10072345.546513524,0.0
1424,1424,1,3.0,999.95,0,20.0,Homemaker,10127958.883949568,1.0
1425,1425,1,1.0,12617.66,1,9.0,Marketing,9922043.11099708,0.0
1426,1426,1,6.0,213406.58,1,13.0,Entertainment,10336836.482605968,
1427,1427,1,1.0,12840.44,1,9.0,Marketing,10135036.632661304,1.0
1428,1428,1,9.0,132271.1,1,100.0,Artist,10067101.435988216,
1429,1429,1,1.0,12295.41,1,9.0,Marketing,10070085.050013669,
1430,1430,1,2.0,201383.29,1,32.0,Doctor,10345050.103411084,
1431,1431,1,4.0,45446.06,1,82.0,Engineer,10164793.41248382,1.0
1432,1432,1,3.0,999.56,0,21.0,Homemaker,9979206.630998712,1.0
1433,1433,1,9.0,132562.77,1,99.0,Artist,10136280.549468042,1.0
1434,1434,1,0.0,2127.69,0,17.0,Healthcare,10097621.018858016,1.0
1435,1435,1,6.0,213771.17,1,14.0,Entertainment,10385316.896242443,0.0
1436,1436,1,2.0,202894.39,1,33.0,Doctor,10246564.944009662,1.0
1437,1437,1,3.0,998.32,0,21.0,Homemaker,10044871.601976687,
1438,1438,1,0.0,2082.69,0,17.0,Healthcare,10090283.89769058,
1439,1439,1,3.0,999.38,0,21.0,Homemaker,10077974.65740464,
1440,1440,1,0.0,2031.89,0,17.0,Healthcare,10054082.341349164,1.0
1441,1441,1,3.0,998.64,0,21.0,Homemaker,10167495.8899145,
1442,1442,1,2.0,203118.89,1,32.0,Doctor,10262112.186206486,1.0
1443,1443,1,2.0,201054.01,1,32.0,Doctor,10308839.566152908,
1444,1444,1,3.0,999.87,0,20.0,Homemaker,9989320.352281436,
1445,1445,1,9.0,131389.49,1,99.0,Artist,10123350.44626985,
1446,1446,1,6.0,214136.44,1,13.0,Entertainment,10263233.251292594,0.0
